promo_id,transaction_id,product_id,store_id,date,discount_pct,promo_type
PRM0011771,TXN00059131,P017,S001,2024-10-12,0.12,Seasonal
PRM0011772,TXN00059136,P017,S001,2024-10-17,0.27,Festival
PRM0011773,TXN00059148,P017,S001,2024-10-29,0.17,Seasonal
PRM0011774,TXN00059150,P017,S001,2024-10-31,0.38,Clearance
PRM0011775,TXN00059151,P017,S001,2024-11-01,0.13,Clearance
PRM0011776,TXN00059153,P017,S001,2024-11-03,0.11,Festival
PRM0011777,TXN00059155,P017,S001,2024-11-05,0.28,Seasonal
PRM0011778,TXN00059163,P017,S001,2024-11-13,0.36,Seasonal
PRM0011779,TXN00059167,P017,S001,2024-11-17,0.3,Festival
PRM0011780,TXN00059168,P017,S001,2024-11-18,0.23,Clearance
PRM0011781,TXN00059182,P017,S001,2024-12-02,0.29,Clearance
PRM0011782,TXN00059183,P017,S001,2024-12-03,0.23,Clearance
PRM0011783,TXN00059185,P017,S001,2024-12-05,0.34,Festival
PRM0011784,TXN00059190,P017,S001,2024-12-10,0.17,Clearance
PRM0011785,TXN00059191,P017,S001,2024-12-11,0.36,Festival
PRM0011786,TXN00059193,P017,S001,2024-12-13,0.25,Flash Sale
PRM0011787,TXN00059194,P017,S001,2024-12-14,0.3,Festival
PRM0011788,TXN00059196,P017,S001,2024-12-16,0.15,Clearance
PRM0011789,TXN00059200,P017,S001,2024-12-20,0.24,Flash Sale
PRM0011790,TXN00059202,P017,S001,2024-12-22,0.34,Seasonal
PRM0011791,TXN00059212,P017,S002,2023-01-01,0.19,Seasonal
PRM0011792,TXN00059218,P017,S002,2023-01-07,0.29,Festival
PRM0011793,TXN00059219,P017,S002,2023-01-08,0.13,Clearance
PRM0011794,TXN00059221,P017,S002,2023-01-10,0.1,Flash Sale
PRM0011795,TXN00059249,P017,S002,2023-02-07,0.28,Flash Sale
PRM0011796,TXN00059250,P017,S002,2023-02-08,0.35,Clearance
PRM0011797,TXN00059252,P017,S002,2023-02-10,0.38,Clearance
PRM0011798,TXN00059255,P017,S002,2023-02-13,0.29,Clearance
PRM0011799,TXN00059256,P017,S002,2023-02-14,0.18,Flash Sale
PRM0011800,TXN00059257,P017,S002,2023-02-15,0.21,Clearance
PRM0011801,TXN00059259,P017,S002,2023-02-17,0.16,Festival
PRM0011802,TXN00059261,P017,S002,2023-02-19,0.34,Flash Sale
PRM0011803,TXN00059262,P017,S002,2023-02-20,0.21,Seasonal
PRM0011804,TXN00059263,P017,S002,2023-02-21,0.36,Festival
PRM0011805,TXN00059270,P017,S002,2023-02-28,0.21,Seasonal
PRM0011806,TXN00059272,P017,S002,2023-03-02,0.34,Festival
PRM0011807,TXN00059279,P017,S002,2023-03-09,0.34,Seasonal
PRM0011808,TXN00059282,P017,S002,2023-03-12,0.08,Festival
PRM0011809,TXN00059285,P017,S002,2023-03-15,0.29,Clearance
PRM0011810,TXN00059286,P017,S002,2023-03-16,0.3,Clearance
PRM0011811,TXN00059288,P017,S002,2023-03-18,0.27,Seasonal
PRM0011812,TXN00059291,P017,S002,2023-03-21,0.19,Flash Sale
PRM0011813,TXN00059294,P017,S002,2023-03-24,0.08,Seasonal
PRM0011814,TXN00059295,P017,S002,2023-03-25,0.11,Festival
PRM0011815,TXN00059302,P017,S002,2023-04-01,0.19,Festival
PRM0011816,TXN00059314,P017,S002,2023-04-13,0.19,Clearance
PRM0011817,TXN00059317,P017,S002,2023-04-16,0.37,Flash Sale
PRM0011818,TXN00059322,P017,S002,2023-04-21,0.18,Seasonal
PRM0011819,TXN00059323,P017,S002,2023-04-22,0.39,Flash Sale
PRM0011820,TXN00059324,P017,S002,2023-04-23,0.08,Clearance
PRM0011821,TXN00059331,P017,S002,2023-04-30,0.36,Clearance
PRM0011822,TXN00059336,P017,S002,2023-05-05,0.35,Seasonal
PRM0011823,TXN00059343,P017,S002,2023-05-12,0.11,Seasonal
PRM0011824,TXN00059352,P017,S002,2023-05-21,0.15,Clearance
PRM0011825,TXN00059360,P017,S002,2023-05-29,0.07,Seasonal
PRM0011826,TXN00059366,P017,S002,2023-06-04,0.11,Seasonal
PRM0011827,TXN00059378,P017,S002,2023-06-16,0.2,Flash Sale
PRM0011828,TXN00059379,P017,S002,2023-06-17,0.09,Flash Sale
PRM0011829,TXN00059381,P017,S002,2023-06-19,0.2,Flash Sale
PRM0011830,TXN00059390,P017,S002,2023-06-28,0.1,Flash Sale
PRM0011831,TXN00059391,P017,S002,2023-06-29,0.27,Festival
PRM0011832,TXN00059392,P017,S002,2023-06-30,0.16,Festival
PRM0011833,TXN00059394,P017,S002,2023-07-02,0.07,Seasonal
PRM0011834,TXN00059401,P017,S002,2023-07-09,0.13,Festival
PRM0011835,TXN00059402,P017,S002,2023-07-10,0.1,Festival
PRM0011836,TXN00059406,P017,S002,2023-07-14,0.35,Clearance
PRM0011837,TXN00059407,P017,S002,2023-07-15,0.39,Flash Sale
PRM0011838,TXN00059417,P017,S002,2023-07-25,0.14,Clearance
PRM0011839,TXN00059423,P017,S002,2023-07-31,0.21,Seasonal
PRM0011840,TXN00059429,P017,S002,2023-08-06,0.12,Clearance
PRM0011841,TXN00059433,P017,S002,2023-08-10,0.06,Festival
PRM0011842,TXN00059435,P017,S002,2023-08-12,0.08,Flash Sale
PRM0011843,TXN00059441,P017,S002,2023-08-18,0.39,Flash Sale
PRM0011844,TXN00059442,P017,S002,2023-08-19,0.36,Seasonal
PRM0011845,TXN00059443,P017,S002,2023-08-20,0.36,Festival
PRM0011846,TXN00059445,P017,S002,2023-08-22,0.36,Clearance
PRM0011847,TXN00059446,P017,S002,2023-08-23,0.16,Seasonal
PRM0011848,TXN00059447,P017,S002,2023-08-24,0.37,Clearance
PRM0011849,TXN00059451,P017,S002,2023-08-28,0.24,Flash Sale
PRM0011850,TXN00059453,P017,S002,2023-08-30,0.37,Clearance
PRM0011851,TXN00059462,P017,S002,2023-09-08,0.23,Festival
PRM0011852,TXN00059473,P017,S002,2023-09-19,0.3,Seasonal
PRM0011853,TXN00059476,P017,S002,2023-09-22,0.31,Seasonal
PRM0011854,TXN00059477,P017,S002,2023-09-23,0.16,Clearance
PRM0011855,TXN00059485,P017,S002,2023-10-01,0.22,Flash Sale
PRM0011856,TXN00059490,P017,S002,2023-10-06,0.18,Festival
PRM0011857,TXN00059497,P017,S002,2023-10-13,0.11,Flash Sale
PRM0011858,TXN00059503,P017,S002,2023-10-19,0.24,Clearance
PRM0011859,TXN00059508,P017,S002,2023-10-24,0.06,Clearance
PRM0011860,TXN00059538,P017,S002,2023-11-23,0.08,Clearance
PRM0011861,TXN00059544,P017,S002,2023-11-29,0.08,Seasonal
PRM0011862,TXN00059546,P017,S002,2023-12-01,0.31,Festival
PRM0011863,TXN00059557,P017,S002,2023-12-12,0.12,Seasonal
PRM0011864,TXN00059565,P017,S002,2023-12-20,0.17,Festival
PRM0011865,TXN00059575,P017,S002,2023-12-30,0.39,Flash Sale
PRM0011866,TXN00059582,P017,S002,2024-01-06,0.11,Seasonal
PRM0011867,TXN00059586,P017,S002,2024-01-10,0.36,Festival
PRM0011868,TXN00059589,P017,S002,2024-01-13,0.37,Festival
PRM0011869,TXN00059598,P017,S002,2024-01-22,0.37,Clearance
PRM0011870,TXN00059599,P017,S002,2024-01-23,0.33,Flash Sale
PRM0011871,TXN00059605,P017,S002,2024-01-29,0.13,Seasonal
PRM0011872,TXN00059607,P017,S002,2024-01-31,0.15,Clearance
PRM0011873,TXN00059612,P017,S002,2024-02-05,0.18,Seasonal
PRM0011874,TXN00059613,P017,S002,2024-02-06,0.25,Clearance
PRM0011875,TXN00059614,P017,S002,2024-02-07,0.08,Flash Sale
PRM0011876,TXN00059617,P017,S002,2024-02-10,0.35,Clearance
PRM0011877,TXN00059620,P017,S002,2024-02-13,0.06,Festival
PRM0011878,TXN00059622,P017,S002,2024-02-15,0.34,Clearance
PRM0011879,TXN00059623,P017,S002,2024-02-16,0.05,Seasonal
PRM0011880,TXN00059630,P017,S002,2024-02-23,0.33,Clearance
PRM0011881,TXN00059637,P017,S002,2024-03-01,0.31,Clearance
PRM0011882,TXN00059639,P017,S002,2024-03-03,0.17,Clearance
PRM0011883,TXN00059653,P017,S002,2024-03-17,0.34,Clearance
PRM0011884,TXN00059656,P017,S002,2024-03-20,0.15,Seasonal
PRM0011885,TXN00059657,P017,S002,2024-03-21,0.16,Festival
PRM0011886,TXN00059658,P017,S002,2024-03-22,0.11,Festival
PRM0011887,TXN00059659,P017,S002,2024-03-23,0.31,Festival
PRM0011888,TXN00059662,P017,S002,2024-03-26,0.27,Flash Sale
PRM0011889,TXN00059670,P017,S002,2024-04-03,0.1,Festival
PRM0011890,TXN00059672,P017,S002,2024-04-05,0.13,Flash Sale
PRM0011891,TXN00059673,P017,S002,2024-04-06,0.37,Festival
PRM0011892,TXN00059675,P017,S002,2024-04-08,0.3,Seasonal
PRM0011893,TXN00059683,P017,S002,2024-04-16,0.09,Seasonal
PRM0011894,TXN00059694,P017,S002,2024-04-27,0.34,Festival
PRM0011895,TXN00059695,P017,S002,2024-04-28,0.39,Festival
PRM0011896,TXN00059696,P017,S002,2024-04-29,0.22,Flash Sale
PRM0011897,TXN00059706,P017,S002,2024-05-09,0.16,Flash Sale
PRM0011898,TXN00059710,P017,S002,2024-05-13,0.36,Flash Sale
PRM0011899,TXN00059713,P017,S002,2024-05-16,0.21,Clearance
PRM0011900,TXN00059724,P017,S002,2024-05-27,0.08,Seasonal
PRM0011901,TXN00059725,P017,S002,2024-05-28,0.28,Festival
PRM0011902,TXN00059759,P017,S002,2024-07-01,0.15,Clearance
PRM0011903,TXN00059762,P017,S002,2024-07-04,0.29,Clearance
PRM0011904,TXN00059765,P017,S002,2024-07-07,0.35,Festival
PRM0011905,TXN00059766,P017,S002,2024-07-08,0.27,Seasonal
PRM0011906,TXN00059778,P017,S002,2024-07-20,0.13,Clearance
PRM0011907,TXN00059780,P017,S002,2024-07-22,0.29,Flash Sale
PRM0011908,TXN00059787,P017,S002,2024-07-29,0.37,Flash Sale
PRM0011909,TXN00059790,P017,S002,2024-08-01,0.11,Seasonal
PRM0011910,TXN00059794,P017,S002,2024-08-05,0.22,Festival
PRM0011911,TXN00059805,P017,S002,2024-08-16,0.2,Festival
PRM0011912,TXN00059814,P017,S002,2024-08-25,0.24,Clearance
PRM0011913,TXN00059817,P017,S002,2024-08-28,0.35,Clearance
PRM0011914,TXN00059819,P017,S002,2024-08-30,0.25,Seasonal
PRM0011915,TXN00059822,P017,S002,2024-09-02,0.24,Clearance
PRM0011916,TXN00059832,P017,S002,2024-09-12,0.19,Clearance
PRM0011917,TXN00059833,P017,S002,2024-09-13,0.13,Festival
PRM0011918,TXN00059845,P017,S002,2024-09-25,0.07,Seasonal
PRM0011919,TXN00059848,P017,S002,2024-09-28,0.35,Flash Sale
PRM0011920,TXN00059852,P017,S002,2024-10-02,0.24,Seasonal
PRM0011921,TXN00059855,P017,S002,2024-10-05,0.12,Flash Sale
PRM0011922,TXN00059860,P017,S002,2024-10-10,0.27,Flash Sale
PRM0011923,TXN00059861,P017,S002,2024-10-11,0.29,Clearance
PRM0011924,TXN00059865,P017,S002,2024-10-15,0.07,Seasonal
PRM0011925,TXN00059866,P017,S002,2024-10-16,0.29,Flash Sale
PRM0011926,TXN00059871,P017,S002,2024-10-21,0.36,Seasonal
PRM0011927,TXN00059872,P017,S002,2024-10-22,0.18,Seasonal
PRM0011928,TXN00059873,P017,S002,2024-10-23,0.13,Clearance
PRM0011929,TXN00059875,P017,S002,2024-10-25,0.24,Seasonal
PRM0011930,TXN00059876,P017,S002,2024-10-26,0.2,Clearance
PRM0011931,TXN00059887,P017,S002,2024-11-06,0.34,Festival
PRM0011932,TXN00059892,P017,S002,2024-11-11,0.18,Clearance
PRM0011933,TXN00059893,P017,S002,2024-11-12,0.38,Seasonal
PRM0011934,TXN00059899,P017,S002,2024-11-18,0.21,Seasonal
PRM0011935,TXN00059901,P017,S002,2024-11-20,0.15,Seasonal
PRM0011936,TXN00059907,P017,S002,2024-11-26,0.29,Seasonal
PRM0011937,TXN00059908,P017,S002,2024-11-27,0.19,Seasonal
PRM0011938,TXN00059910,P017,S002,2024-11-29,0.12,Festival
PRM0011939,TXN00059913,P017,S002,2024-12-02,0.33,Clearance
PRM0011940,TXN00059917,P017,S002,2024-12-06,0.14,Flash Sale
PRM0011941,TXN00059922,P017,S002,2024-12-11,0.13,Festival
PRM0011942,TXN00059927,P017,S002,2024-12-16,0.39,Seasonal
PRM0011943,TXN00059932,P017,S002,2024-12-21,0.23,Seasonal
PRM0011944,TXN00059934,P017,S002,2024-12-23,0.25,Seasonal
PRM0011945,TXN00059938,P017,S002,2024-12-27,0.07,Seasonal
PRM0011946,TXN00059942,P017,S002,2024-12-31,0.28,Flash Sale
PRM0011947,TXN00059947,P017,S003,2023-01-05,0.14,Festival
PRM0011948,TXN00059950,P017,S003,2023-01-08,0.09,Festival
PRM0011949,TXN00059952,P017,S003,2023-01-10,0.24,Clearance
PRM0011950,TXN00059955,P017,S003,2023-01-13,0.11,Seasonal
PRM0011951,TXN00059959,P017,S003,2023-01-17,0.28,Clearance
PRM0011952,TXN00059963,P017,S003,2023-01-21,0.27,Seasonal
PRM0011953,TXN00059977,P017,S003,2023-02-04,0.07,Flash Sale
PRM0011954,TXN00059982,P017,S003,2023-02-09,0.13,Flash Sale
PRM0011955,TXN00059985,P017,S003,2023-02-12,0.31,Festival
PRM0011956,TXN00059993,P017,S003,2023-02-20,0.17,Seasonal
PRM0011957,TXN00060006,P017,S003,2023-03-05,0.14,Seasonal
PRM0011958,TXN00060008,P017,S003,2023-03-07,0.14,Festival
PRM0011959,TXN00060013,P017,S003,2023-03-12,0.36,Clearance
PRM0011960,TXN00060020,P017,S003,2023-03-19,0.3,Seasonal
PRM0011961,TXN00060036,P017,S003,2023-04-04,0.36,Festival
PRM0011962,TXN00060041,P017,S003,2023-04-09,0.18,Clearance
PRM0011963,TXN00060043,P017,S003,2023-04-11,0.24,Seasonal
PRM0011964,TXN00060050,P017,S003,2023-04-18,0.19,Festival
PRM0011965,TXN00060056,P017,S003,2023-04-24,0.31,Flash Sale
PRM0011966,TXN00060060,P017,S003,2023-04-28,0.37,Seasonal
PRM0011967,TXN00060070,P017,S003,2023-05-08,0.25,Seasonal
PRM0011968,TXN00060074,P017,S003,2023-05-12,0.18,Clearance
PRM0011969,TXN00060085,P017,S003,2023-05-23,0.27,Clearance
PRM0011970,TXN00060098,P017,S003,2023-06-05,0.09,Flash Sale
PRM0011971,TXN00060100,P017,S003,2023-06-07,0.38,Clearance
PRM0011972,TXN00060101,P017,S003,2023-06-08,0.34,Festival
PRM0011973,TXN00060105,P017,S003,2023-06-12,0.12,Flash Sale
PRM0011974,TXN00060113,P017,S003,2023-06-20,0.08,Clearance
PRM0011975,TXN00060117,P017,S003,2023-06-24,0.11,Seasonal
PRM0011976,TXN00060131,P017,S003,2023-07-08,0.39,Seasonal
PRM0011977,TXN00060141,P017,S003,2023-07-18,0.35,Festival
PRM0011978,TXN00060146,P017,S003,2023-07-23,0.24,Seasonal
PRM0011979,TXN00060150,P017,S003,2023-07-27,0.2,Flash Sale
PRM0011980,TXN00060156,P017,S003,2023-08-02,0.27,Clearance
PRM0011981,TXN00060157,P017,S003,2023-08-03,0.21,Festival
PRM0011982,TXN00060160,P017,S003,2023-08-06,0.34,Seasonal
PRM0011983,TXN00060164,P017,S003,2023-08-10,0.17,Seasonal
PRM0011984,TXN00060173,P017,S003,2023-08-19,0.16,Seasonal
PRM0011985,TXN00060174,P017,S003,2023-08-20,0.37,Clearance
PRM0011986,TXN00060176,P017,S003,2023-08-22,0.21,Seasonal
PRM0011987,TXN00060179,P017,S003,2023-08-25,0.07,Festival
PRM0011988,TXN00060181,P017,S003,2023-08-27,0.19,Clearance
PRM0011989,TXN00060182,P017,S003,2023-08-28,0.14,Flash Sale
PRM0011990,TXN00060187,P017,S003,2023-09-02,0.27,Flash Sale
PRM0011991,TXN00060188,P017,S003,2023-09-03,0.15,Clearance
PRM0011992,TXN00060199,P017,S003,2023-09-14,0.38,Flash Sale
PRM0011993,TXN00060203,P017,S003,2023-09-18,0.17,Flash Sale
PRM0011994,TXN00060204,P017,S003,2023-09-19,0.15,Festival
PRM0011995,TXN00060205,P017,S003,2023-09-20,0.32,Clearance
PRM0011996,TXN00060213,P017,S003,2023-09-28,0.3,Festival
PRM0011997,TXN00060214,P017,S003,2023-09-29,0.12,Flash Sale
PRM0011998,TXN00060220,P017,S003,2023-10-05,0.2,Clearance
PRM0011999,TXN00060221,P017,S003,2023-10-06,0.39,Seasonal
PRM0012000,TXN00060223,P017,S003,2023-10-08,0.16,Seasonal
PRM0012001,TXN00060239,P017,S003,2023-10-24,0.26,Festival
PRM0012002,TXN00060245,P017,S003,2023-10-30,0.09,Seasonal
PRM0012003,TXN00060246,P017,S003,2023-10-31,0.12,Clearance
PRM0012004,TXN00060256,P017,S003,2023-11-10,0.28,Seasonal
PRM0012005,TXN00060258,P017,S003,2023-11-12,0.07,Clearance
PRM0012006,TXN00060259,P017,S003,2023-11-13,0.31,Flash Sale
PRM0012007,TXN00060263,P017,S003,2023-11-17,0.11,Flash Sale
PRM0012008,TXN00060264,P017,S003,2023-11-18,0.33,Seasonal
PRM0012009,TXN00060272,P017,S003,2023-11-26,0.18,Festival
PRM0012010,TXN00060277,P017,S003,2023-12-01,0.05,Seasonal
PRM0012011,TXN00060284,P017,S003,2023-12-08,0.37,Flash Sale
PRM0012012,TXN00060286,P017,S003,2023-12-10,0.18,Seasonal
PRM0012013,TXN00060291,P017,S003,2023-12-15,0.19,Festival
PRM0012014,TXN00060292,P017,S003,2023-12-16,0.1,Seasonal
PRM0012015,TXN00060294,P017,S003,2023-12-18,0.39,Clearance
PRM0012016,TXN00060297,P017,S003,2023-12-21,0.11,Festival
PRM0012017,TXN00060301,P017,S003,2023-12-25,0.11,Festival
PRM0012018,TXN00060305,P017,S003,2023-12-29,0.09,Flash Sale
PRM0012019,TXN00060307,P017,S003,2023-12-31,0.27,Flash Sale
PRM0012020,TXN00060308,P017,S003,2024-01-01,0.06,Festival
PRM0012021,TXN00060309,P017,S003,2024-01-02,0.08,Clearance
PRM0012022,TXN00060325,P017,S003,2024-01-18,0.27,Clearance
PRM0012023,TXN00060328,P017,S003,2024-01-21,0.28,Festival
PRM0012024,TXN00060329,P017,S003,2024-01-22,0.27,Seasonal
PRM0012025,TXN00060331,P017,S003,2024-01-24,0.18,Clearance
PRM0012026,TXN00060339,P017,S003,2024-02-01,0.14,Festival
PRM0012027,TXN00060344,P017,S003,2024-02-06,0.31,Flash Sale
PRM0012028,TXN00060347,P017,S003,2024-02-09,0.2,Flash Sale
PRM0012029,TXN00060363,P017,S003,2024-02-25,0.39,Flash Sale
PRM0012030,TXN00060366,P017,S003,2024-02-28,0.19,Flash Sale
PRM0012031,TXN00060370,P017,S003,2024-03-03,0.34,Clearance
PRM0012032,TXN00060371,P017,S003,2024-03-04,0.32,Festival
PRM0012033,TXN00060372,P017,S003,2024-03-05,0.15,Festival
PRM0012034,TXN00060374,P017,S003,2024-03-07,0.3,Flash Sale
PRM0012035,TXN00060381,P017,S003,2024-03-14,0.18,Flash Sale
PRM0012036,TXN00060387,P017,S003,2024-03-20,0.07,Clearance
PRM0012037,TXN00060393,P017,S003,2024-03-26,0.09,Seasonal
PRM0012038,TXN00060394,P017,S003,2024-03-27,0.39,Festival
PRM0012039,TXN00060401,P017,S003,2024-04-03,0.18,Festival
PRM0012040,TXN00060407,P017,S003,2024-04-09,0.3,Clearance
PRM0012041,TXN00060413,P017,S003,2024-04-15,0.34,Flash Sale
PRM0012042,TXN00060419,P017,S003,2024-04-21,0.35,Clearance
PRM0012043,TXN00060422,P017,S003,2024-04-24,0.06,Seasonal
PRM0012044,TXN00060425,P017,S003,2024-04-27,0.09,Clearance
PRM0012045,TXN00060426,P017,S003,2024-04-28,0.19,Flash Sale
PRM0012046,TXN00060427,P017,S003,2024-04-29,0.4,Festival
PRM0012047,TXN00060450,P017,S003,2024-05-22,0.26,Clearance
PRM0012048,TXN00060463,P017,S003,2024-06-04,0.22,Clearance
PRM0012049,TXN00060470,P017,S003,2024-06-11,0.31,Clearance
PRM0012050,TXN00060476,P017,S003,2024-06-17,0.19,Flash Sale
PRM0012051,TXN00060480,P017,S003,2024-06-21,0.27,Flash Sale
PRM0012052,TXN00060486,P017,S003,2024-06-27,0.13,Clearance
PRM0012053,TXN00060499,P017,S003,2024-07-10,0.25,Clearance
PRM0012054,TXN00060512,P017,S003,2024-07-23,0.23,Clearance
PRM0012055,TXN00060513,P017,S003,2024-07-24,0.24,Clearance
PRM0012056,TXN00060521,P017,S003,2024-08-01,0.1,Flash Sale
PRM0012057,TXN00060533,P017,S003,2024-08-13,0.27,Seasonal
PRM0012058,TXN00060553,P017,S003,2024-09-02,0.21,Seasonal
PRM0012059,TXN00060562,P017,S003,2024-09-11,0.08,Seasonal
PRM0012060,TXN00060563,P017,S003,2024-09-12,0.27,Festival
PRM0012061,TXN00060570,P017,S003,2024-09-19,0.3,Clearance
PRM0012062,TXN00060572,P017,S003,2024-09-21,0.36,Seasonal
PRM0012063,TXN00060574,P017,S003,2024-09-23,0.16,Flash Sale
PRM0012064,TXN00060578,P017,S003,2024-09-27,0.06,Flash Sale
PRM0012065,TXN00060583,P017,S003,2024-10-02,0.08,Seasonal
PRM0012066,TXN00060604,P017,S003,2024-10-23,0.17,Seasonal
PRM0012067,TXN00060611,P017,S003,2024-10-30,0.1,Clearance
PRM0012068,TXN00060620,P017,S003,2024-11-08,0.18,Seasonal
PRM0012069,TXN00060621,P017,S003,2024-11-09,0.21,Seasonal
PRM0012070,TXN00060622,P017,S003,2024-11-10,0.23,Festival
PRM0012071,TXN00060626,P017,S003,2024-11-14,0.1,Flash Sale
PRM0012072,TXN00060631,P017,S003,2024-11-19,0.25,Flash Sale
PRM0012073,TXN00060633,P017,S003,2024-11-21,0.35,Clearance
PRM0012074,TXN00060634,P017,S003,2024-11-22,0.1,Seasonal
PRM0012075,TXN00060643,P017,S003,2024-12-01,0.13,Clearance
PRM0012076,TXN00060644,P017,S003,2024-12-02,0.09,Seasonal
PRM0012077,TXN00060668,P017,S003,2024-12-26,0.1,Festival
PRM0012078,TXN00060669,P017,S003,2024-12-27,0.23,Festival
PRM0012079,TXN00060672,P017,S003,2024-12-30,0.21,Festival
PRM0012080,TXN00060680,P017,S004,2023-01-07,0.34,Flash Sale
PRM0012081,TXN00060681,P017,S004,2023-01-08,0.29,Clearance
PRM0012082,TXN00060691,P017,S004,2023-01-18,0.1,Clearance
PRM0012083,TXN00060694,P017,S004,2023-01-21,0.15,Flash Sale
PRM0012084,TXN00060695,P017,S004,2023-01-22,0.27,Flash Sale
PRM0012085,TXN00060697,P017,S004,2023-01-24,0.3,Festival
PRM0012086,TXN00060706,P017,S004,2023-02-02,0.1,Festival
PRM0012087,TXN00060719,P017,S004,2023-02-15,0.07,Festival
PRM0012088,TXN00060720,P017,S004,2023-02-16,0.2,Festival
PRM0012089,TXN00060721,P017,S004,2023-02-17,0.19,Festival
PRM0012090,TXN00060723,P017,S004,2023-02-19,0.07,Festival
PRM0012091,TXN00060727,P017,S004,2023-02-23,0.15,Clearance
PRM0012092,TXN00060728,P017,S004,2023-02-24,0.08,Flash Sale
PRM0012093,TXN00060733,P017,S004,2023-03-01,0.13,Clearance
PRM0012094,TXN00060735,P017,S004,2023-03-03,0.14,Flash Sale
PRM0012095,TXN00060739,P017,S004,2023-03-07,0.34,Festival
PRM0012096,TXN00060742,P017,S004,2023-03-10,0.13,Festival
PRM0012097,TXN00060744,P017,S004,2023-03-12,0.13,Festival
PRM0012098,TXN00060745,P017,S004,2023-03-13,0.31,Seasonal
PRM0012099,TXN00060760,P017,S004,2023-03-28,0.28,Clearance
PRM0012100,TXN00060761,P017,S004,2023-03-29,0.16,Festival
PRM0012101,TXN00060774,P017,S004,2023-04-11,0.17,Festival
PRM0012102,TXN00060780,P017,S004,2023-04-17,0.23,Festival
PRM0012103,TXN00060785,P017,S004,2023-04-22,0.15,Seasonal
PRM0012104,TXN00060811,P017,S004,2023-05-18,0.27,Festival
PRM0012105,TXN00060812,P017,S004,2023-05-19,0.07,Flash Sale
PRM0012106,TXN00060813,P017,S004,2023-05-20,0.24,Flash Sale
PRM0012107,TXN00060821,P017,S004,2023-05-28,0.15,Seasonal
PRM0012108,TXN00060825,P017,S004,2023-06-01,0.15,Flash Sale
PRM0012109,TXN00060831,P017,S004,2023-06-07,0.37,Clearance
PRM0012110,TXN00060833,P017,S004,2023-06-09,0.33,Festival
PRM0012111,TXN00060835,P017,S004,2023-06-11,0.16,Flash Sale
PRM0012112,TXN00060871,P017,S004,2023-07-17,0.28,Clearance
PRM0012113,TXN00060882,P017,S004,2023-07-28,0.08,Seasonal
PRM0012114,TXN00060883,P017,S004,2023-07-29,0.3,Festival
PRM0012115,TXN00060884,P017,S004,2023-07-30,0.37,Seasonal
PRM0012116,TXN00060895,P017,S004,2023-08-10,0.2,Festival
PRM0012117,TXN00060897,P017,S004,2023-08-12,0.2,Flash Sale
PRM0012118,TXN00060900,P017,S004,2023-08-15,0.4,Flash Sale
PRM0012119,TXN00060905,P017,S004,2023-08-20,0.19,Clearance
PRM0012120,TXN00060910,P017,S004,2023-08-25,0.13,Clearance
PRM0012121,TXN00060913,P017,S004,2023-08-28,0.36,Seasonal
PRM0012122,TXN00060918,P017,S004,2023-09-02,0.17,Festival
PRM0012123,TXN00060945,P017,S004,2023-09-29,0.18,Flash Sale
PRM0012124,TXN00060950,P017,S004,2023-10-04,0.21,Clearance
PRM0012125,TXN00060951,P017,S004,2023-10-05,0.3,Clearance
PRM0012126,TXN00060953,P017,S004,2023-10-07,0.3,Seasonal
PRM0012127,TXN00060958,P017,S004,2023-10-12,0.35,Flash Sale
PRM0012128,TXN00060963,P017,S004,2023-10-17,0.32,Clearance
PRM0012129,TXN00060965,P017,S004,2023-10-19,0.12,Flash Sale
PRM0012130,TXN00060966,P017,S004,2023-10-20,0.31,Seasonal
PRM0012131,TXN00060971,P017,S004,2023-10-25,0.1,Flash Sale
PRM0012132,TXN00060976,P017,S004,2023-10-30,0.08,Seasonal
PRM0012133,TXN00060978,P017,S004,2023-11-01,0.08,Flash Sale
PRM0012134,TXN00060988,P017,S004,2023-11-11,0.05,Flash Sale
PRM0012135,TXN00060989,P017,S004,2023-11-12,0.23,Flash Sale
PRM0012136,TXN00060990,P017,S004,2023-11-13,0.35,Flash Sale
PRM0012137,TXN00060994,P017,S004,2023-11-17,0.36,Festival
PRM0012138,TXN00060999,P017,S004,2023-11-22,0.11,Clearance
PRM0012139,TXN00061002,P017,S004,2023-11-25,0.14,Clearance
PRM0012140,TXN00061005,P017,S004,2023-11-28,0.22,Festival
PRM0012141,TXN00061007,P017,S004,2023-11-30,0.24,Seasonal
PRM0012142,TXN00061014,P017,S004,2023-12-07,0.36,Festival
PRM0012143,TXN00061024,P017,S004,2023-12-17,0.39,Flash Sale
PRM0012144,TXN00061025,P017,S004,2023-12-18,0.2,Festival
PRM0012145,TXN00061026,P017,S004,2023-12-19,0.36,Flash Sale
PRM0012146,TXN00061030,P017,S004,2023-12-23,0.1,Festival
PRM0012147,TXN00061043,P017,S004,2024-01-05,0.14,Seasonal
PRM0012148,TXN00061049,P017,S004,2024-01-11,0.33,Flash Sale
PRM0012149,TXN00061050,P017,S004,2024-01-12,0.15,Flash Sale
PRM0012150,TXN00061051,P017,S004,2024-01-13,0.15,Flash Sale
PRM0012151,TXN00061052,P017,S004,2024-01-14,0.19,Seasonal
PRM0012152,TXN00061053,P017,S004,2024-01-15,0.18,Seasonal
